ID,Periods,Month,Year,Airport,CrossCountryFlights_1,TotalFlights_3,Scheduled_4,NonScheduled_5,TotalArrivalsFlights_6,Scheduled_7,NonScheduled_8,TotalDeparturesFlights_9,Scheduled_10,NonScheduled_11,TotalPassengers_12,Scheduled_13,NonScheduled_14,TotalArrivalsPassengers_15,Scheduled_16,NonScheduled_17,TotalDeparturesPassengers_18,Scheduled_19,NonScheduled_20,TotalCountryOfOriginDestination_21,EuropeTotal_22,EUCountries_23,OtherEurope_24,TotalIntercontinentalPassengers_25,Africa_26,NorthAfrica_27,WestAfrica_28,CentralAfrica_29,EastAfrica_30,SouthAfrica_31,America_32,NorthAmerica_33,CentralAmerica_34,SouthAmerica_35,Asia_36,WestAsia_37,SouthEastAsia_38,NorthEastAsia_39,Oceania_40
1593,2015MM07,July,2015,Eindhoven,3009,2855,2787,68,1426,1391,35,1429,1396,33,447582,440968,6614,209319,206228,3091,238263,234740,3523,447582,440220,401767,38453,7362,7362,7362,0,0,0,0,0,0,0,0,0,0,0,0,0
1594,2015MM08,August,2015,Eindhoven,3016,2851,2781,70,1426,1389,37,1425,1392,33,458138,451430,6708,238630,235147,3483,219508,216283,3225,458138,449825,410300,39525,8313,8313,8313,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,2015MM09,September,2015,Eindhoven,2879,2741,2640,101,1370,1317,53,1371,1323,48,428748,418453,10295,215933,210892,5041,212815,207561,5254,428748,420171,384854,35317,8577,8577,8577,0,0,0,0,0,0,0,0,0,0,0,0,0
1596,2015KW03,Q3,2015,Eindhoven,8904,8447,8208,239,4222,4097,125,4225,4111,114,1334468,1310851,23617,663882,652267,11615,670586,658584,12002,1334468,1310216,1196921,113295,24252,24252,24252,0,0,0,0,0,0,0,0,0,0,0,0,0
1597,2015MM10,October,2015,Eindhoven,2846,2708,2621,87,1354,1309,45,1354,1312,42,421488,413857,7631,216939,212827,4112,204549,201030,3519,421488,412545,379793,32752,8943,8943,8943,0,0,0,0,0,0,0,0,0,0,0,0,0
1598,2015MM11,November,2015,Eindhoven,1955,1833,1768,65,916,882,34,917,886,31,270990,268322,2668,140883,139555,1328,130107,128767,1340,270990,260291,248133,12158,10699,10699,10699,0,0,0,0,0,0,0,0,0,0,0,0,0
1599,2015MM12,December,2015,Eindhoven,2012,1886,1829,57,944,911,33,942,918,24,272104,268257,3847,129192,127353,1839,142912,140904,2008,272104,262153,250105,12048,9951,9951,9951,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,2015KW04,Q4,2015,Eindhoven,6813,6427,6218,209,3214,3102,112,3213,3116,97,964582,950436,14146,487014,479735,7279,477568,470701,6867,964582,934989,878031,56958,29593,29593,29593,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,2015JJ00,2015,2015,Eindhoven,30562,28835,28080,755,14417,14019,398,14418,14061,357,4373882,4314310,59572,2179215,2149664,29551,2194667,2164646,30021,4373882,4259828,3948741,311087,114054,113819,113819,0,0,0,0,235,0,235,0,0,0,0,0,0
1602,2016MM01,January,2016,Eindhoven,2075,1970,1916,54,983,957,26,987,959,28,277796,273320,4476,143665,141350,2315,134131,131970,2161,277796,269391,259509,9882,8405,8405,8405,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,2016MM02,February,2016,Eindhoven,2118,1983,1947,36,992,974,18,991,973,18,294491,291489,3002,144367,142798,1569,150124,148691,1433,294491,285783,277418,8365,8708,8708,8708,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,2016MM03,March,2016,Eindhoven,2559,2402,2326,76,1199,1155,44,1203,1171,32,358055,353528,4527,175806,173869,1937,182249,179659,2590,358055,350453,337239,13214,7602,7602,7602,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,2016KW01,Q1,2016,Eindhoven,6752,6355,6189,166,3174,3086,88,3181,3103,78,930342,918337,12005,463838,458017,5821,466504,460320,6184,930342,905627,874166,31461,24715,24715,24715,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,2016MM04,April,2016,Eindhoven,2947,2780,2714,66,1390,1355,35,1390,1359,31,428556,423501,5055,204641,202422,2219,223915,221079,2836,428556,420237,402458,17779,8319,8319,8319,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,2016MM05,May,2016,Eindhoven,3111,2945,2845,100,1469,1419,50,1476,1426,50,453348,446156,7192,234778,230548,4230,218570,215608,2962,453348,444217,418508,25709,9131,9131,9131,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,2016MM06,June,2016,Eindhoven,1642,1542,1480,62,775,738,37,767,742,25,231727,227325,4402,106523,104949,1574,125204,122376,2828,231727,227713,216850,10863,4014,4014,4014,0,0,0,0,0,0,0,0,0,0,0,0,0
1609,2016KW02,Q2,2016,Eindhoven,7700,7267,7039,228,3634,3512,122,3633,3527,106,1113631,1096982,16649,545942,537919,8023,567689,559063,8626,1113631,1092167,1037816,54351,21464,21464,21464,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,2016MM07,July,2016,Eindhoven,3348,3171,3052,119,1584,1527,57,1587,1525,62,507699,496437,11262,239598,234393,5205,268101,262044,6057,507699,499627,473074,26553,8072,8072,8072,0,0,0,0,0,0,0,0,0,0,0,0,0
1611,2016MM08,August,2016,Eindhoven,3316,3157,3038,119,1579,1518,61,1578,1520,58,516581,504689,11892,266348,260389,5959,250233,244300,5933,516581,507733,476271,31462,8848,8848,8848,0,0,0,0,0,0,0,0,0,0,0,0,0
1612,2016MM09,September,2016,Eindhoven,3357,3192,3077,115,1596,1537,59,1596,1540,56,507109,496530,10579,256004,250690,5314,251105,245840,5265,507109,498764,474106,24658,8345,8345,8345,0,0,0,0,0,0,0,0,0,0,0,0,0
1613,2016KW03,Q3,2016,Eindhoven,10021,9520,9167,353,4759,4582,177,4761,4585,176,1531389,1497656,33733,761950,745472,16478,769439,752184,17255,1531389,1506124,1423451,82673,25265,25265,25265,0,0,0,0,0,0,0,0,0,0,0,0,0
1614,2016MM10,October,2016,Eindhoven,3248,3096,2946,150,1548,1466,82,1548,1480,68,490112,479034,11078,250067,243841,6226,240045,235193,4852,490112,480715,458322,22393,9397,9397,9397,0,0,0,0,0,0,0,0,0,0,0,0,0
1615,2016MM11,November,2016,Eindhoven,2478,2340,2278,62,1169,1139,30,1171,1139,32,359269,357061,2208,184996,183944,1052,174273,173117,1156,359269,347837,337738,10099,11432,11432,11432,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,2016MM12,December,2016,Eindhoven,2458,2332,2280,52,1164,1133,31,1168,1147,21,355454,353325,2129,169242,167903,1339,186212,185422,790,355454,342494,331402,11092,12960,12960,12960,0,0,0,0,0,0,0,0,0,0,0,0,0
1617,2016KW04,Q4,2016,Eindhoven,8184,7768,7504,264,3881,3738,143,3887,3766,121,1204835,1189420,15415,604305,595688,8617,600530,593732,6798,1204835,1171046,1127462,43584,33789,33789,33789,0,0,0,0,0,0,0,0,0,0,0,0,0
1618,2016JJ00,2016,2016,Eindhoven,32657,30910,29899,1011,15448,14918,530,15462,14981,481,4780197,4702395,77802,2376035,2337096,38939,2404162,2365299,38863,4780197,4674964,4462895,212069,105233,105233,105233,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,2017MM01,January,2017,Eindhoven,2545,2394,2338,56,1199,1166,33,1195,1172,23,349354,347805,1549,180481,179672,809,168873,168133,740,349354,336557,326194,10363,12797,12797,12797,0,0,0,0,0,0,0,0,0,0,0,0,0
1620,2017MM02,February,2017,Eindhoven,2390,2241,2204,37,1120,1100,20,1121,1104,17,347522,346215,1307,168232,167612,620,179290,178603,687,347522,336189,326028,10161,11333,11333,11333,0,0,0,0,0,0,0,0,0,0,0,0,0
1621,2017MM03,March,2017,Eindhoven,2748,2660,2616,44,1330,1307,23,1330,1309,21,416705,415347,1358,208919,208230,689,207786,207117,669,416705,403856,393156,10700,12849,12849,12849,0,0,0,0,0,0,0,0,0,0,0,0,0
1622,2017KW01,Q1,2017,Eindhoven,7683,7295,7158,137,3649,3573,76,3646,3585,61,1113581,1109367,4214,557632,555514,2118,555949,553853,2096,1113581,1076602,1045378,31224,36979,36979,36979,0,0,0,0,0,0,0,0,0,0,0,0,0
1623,2017MM04,April,2017,Eindhoven,3203,3059,3007,52,1530,1500,30,1529,1507,22,503029,500339,2690,242888,241739,1149,260141,258600,1541,503029,490799,473170,17629,12230,12230,12230,0,0,0,0,0,0,0,0,0,0,0,0,0
1624,2017MM05,May,2017,Eindhoven,3505,3302,3229,73,1651,1614,37,1651,1615,36,544797,538100,6697,272007,268713,3294,272790,269387,3403,544797,533251,511315,21936,11546,11546,11546,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,2017MM06,June,2017,Eindhoven,3312,3233,3139,94,1617,1569,48,1616,1570,46,532103,523773,8330,264225,260179,4046,267878,263594,4284,532103,522645,500361,22284,9458,9458,9458,0,0,0,0,0,0,0,0,0,0,0,0,0
1626,2017KW02,Q2,2017,Eindhoven,10020,9594,9375,219,4798,4683,115,4796,4692,104,1579929,1562212,17717,779120,770631,8489,800809,791581,9228,1579929,1546695,1484846,61849,33234,33234,33234,0,0,0,0,0,0,0,0,0,0,0,0,0
1627,2017MM07,July,2017,Eindhoven,3480,3332,3223,109,1666,1609,57,1666,1614,52,567053,557564,9489,268137,263678,4459,298916,293886,5030,567053,555499,525882,29617,11554,11554,11554,0,0,0,0,0,0,0,0,0,0,0,0,0
1628,2017MM08,August,2017,Eindhoven,3495,3335,3224,111,1668,1611,57,1667,1613,54,577120,567790,9330,296811,291974,4837,280309,275816,4493,577120,563967,533146,30821,13153,13153,13153,0,0,0,0,0,0,0,0,0,0,0,0,0
1629,2017MM09,September,2017,Eindhoven,3378,3267,3168,99,1633,1583,50,1634,1585,49,553096,544220,8876,278361,273982,4379,274735,270238,4497,553096,542224,513779,28445,10872,10872,10872,0,0,0,0,0,0,0,0,0,0,0,0,0
1630,2017KW03,Q3,2017,Eindhoven,10353,9934,9615,319,4967,4803,164,4967,4812,155,1697269,1669574,27695,843309,829634,13675,853960,839940,14020,1697269,1661690,1572807,88883,35579,35579,35579,0,0,0,0,0,0,0,0,0,0,0,0,0
1631,2017MM10,October,2017,Eindhoven,3314,3214,3127,87,1607,1563,44,1607,1564,43,536736,531332,5404,274190,271035,3155,262546,260297,2249,536736,524163,504180,19983,12573,12573,12573,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,2017MM11,November,2017,Eindhoven,2617,2499,2446,53,1249,1223,26,1250,1223,27,401036,399180,1856,207259,206328,931,193777,192852,925,401036,382674,372136,10538,18362,16296,16296,0,0,0,0,0,0,0,0,2066,2066,0,0,0
1633,2017MM12,December,2017,Eindhoven,2500,2393,2336,57,1197,1155,42,1196,1181,15,372669,371432,1237,175621,174975,646,197048,196457,591,372669,355774,342841,12933,16895,14867,14867,0,0,0,0,0,0,0,0,2028,2028,0,0,0
1634,2017KW04,Q4,2017,Eindhoven,8431,8106,7909,197,4053,3941,112,4053,3968,85,1310441,1301944,8497,657070,652338,4732,653371,649606,3765,1310441,1262611,1219157,43454,47830,43736,43736,0,0,0,0,0,0,0,0,4094,4094,0,0,0
1635,2017JJ00,2017,2017,Eindhoven,36487,34929,34057,872,17467,17000,467,17462,17057,405,5701220,5643097,58123,2837131,2808117,29014,2864089,2834980,29109,5701220,5547598,5322188,225410,153622,149528,149528,0,0,0,0,0,0,0,0,4094,4094,0,0,0
1636,2018MM01,January,2018,Eindhoven,2747,2615,2580,35,1307,1287,20,1308,1293,15,398089,396843,1246,206081,205472,609,192008,191371,637,398089,381354,368980,12374,16735,15413,15413,0,0,0,0,0,0,0,0,1322,1322,0,0,0
1637,2018MM02,February,2018,Eindhoven,2556,2417,2392,25,1209,1194,15,1208,1198,10,393080,391732,1348,191966,191324,642,201114,200408,706,393080,375144,364777,10367,17936,15816,15816,0,0,0,0,0,0,0,0,2120,2120,0,0,0
1638,2018MM03,March,2018,Eindhoven,2899,2774,2744,30,1386,1368,18,1388,1376,12,452090,450928,1162,223641,223131,510,228449,227797,652,452090,431857,421409,10448,20233,17469,17469,0,0,0,0,0,0,0,0,2764,2764,0,0,0
1639,2018KW01,Q1,2018,Eindhoven,8202,7806,7716,90,3902,3849,53,3904,3867,37,1243259,1239503,3756,621688,619927,1761,621571,619576,1995,1243259,1188355,1155166,33189,54904,48698,48698,0,0,0,0,0,0,0,0,6206,6206,0,0,0
1640,2018MM04,April,2018,Eindhoven,3258,3151,3090,61,1577,1540,37,1574,1550,24,537248,532916,4332,261765,260120,1645,275483,272796,2687,537248,513978,497895,16083,23270,18921,18921,0,0,0,0,0,0,0,0,4349,4349,0,0,0
1641,2018MM05,May,2018,Eindhoven,3576,3408,3314,94,1704,1648,56,1704,1666,38,585787,573856,11931,291447,285831,5616,294340,288025,6315,585787,562972,539248,23724,22815,18412,18412,0,0,0,0,0,0,0,0,4403,4403,0,0,0
1642,2018MM06,June,2018,Eindhoven,3549,3406,3300,106,1703,1647,56,1703,1653,50,583746,570508,13238,288433,282070,6363,295313,288438,6875,583746,562550,536404,26146,21196,16779,16779,0,0,0,0,0,0,0,0,4417,4417,0,0,0
1643,2018KW02,Q2,2018,Eindhoven,10383,9965,9704,261,4984,4835,149,4981,4869,112,1706781,1677280,29501,841645,828021,13624,865136,849259,15877,1706781,1639500,1573547,65953,67281,54112,54112,0,0,0,0,0,0,0,0,13169,13169,0,0,0
1644,2018MM07,July,2018,Eindhoven,3737,3592,3493,99,1796,1741,55,1796,1752,44,623708,610330,13378,294736,288182,6554,328972,322148,6824,623708,598151,567019,31132,25557,20916,20916,0,0,0,0,0,0,0,0,4641,4641,0,0,0
1645,2018MM08,August,2018,Eindhoven,3763,3636,3536,100,1818,1765,53,1818,1771,47,635624,622673,12951,327843,321277,6566,307781,301396,6385,635624,606885,573854,33031,28739,23688,23688,0,0,0,0,0,0,0,0,5051,5051,0,0,0
1646,2018MM09,September,2018,Eindhoven,3686,3546,3442,104,1773,1720,53,1773,1722,51,615201,602299,12902,311332,305019,6313,303869,297280,6589,615201,589550,561936,27614,25651,21825,21825,0,0,0,0,0,0,0,0,3826,3826,0,0,0
1647,2018KW03,Q3,2018,Eindhoven,11186,10774,10471,303,5387,5226,161,5387,5245,142,1874533,1835302,39231,933911,914478,19433,940622,920824,19798,1874533,1794586,1702809,91777,79947,66429,66429,0,0,0,0,0,0,0,0,13518,13518,0,0,0
1648,2018MM10,October,2018,Eindhoven,3726,3590,3480,110,1795,1737,58,1795,1743,52,612905,601184,11721,313557,306786,6771,299348,294398,4950,612905,585662,559606,26056,27243,22505,22505,0,0,0,0,0,0,0,0,4738,4738,0,0,0
1649,2018MM11,November,2018,Eindhoven,2590,2473,2385,88,1234,1192,42,1239,1193,46,409628,400433,9195,209688,205783,3905,199940,194650,5290,409628,383344,371022,12322,26284,22370,18903,3467,0,0,0,0,0,0,0,3914,3914,0,0,0
1650,2018MM12,December,2018,Eindhoven,2558,2427,2328,99,1214,1154,60,1213,1174,39,390649,380810,9839,185943,181238,4705,204706,199572,5134,390649,366861,351096,15765,23788,20926,16911,4015,0,0,0,0,0,0,0,2862,2862,0,0,0
1651,2018KW04,Q4,2018,Eindhoven,8874,8490,8193,297,4243,4083,160,4247,4110,137,1413182,1382427,30755,709188,693807,15381,703994,688620,15374,1413182,1335867,1281724,54143,77315,65801,58319,7482,0,0,0,0,0,0,0,11514,11514,0,0,0
1652,2018JJ00,2018,2018,Eindhoven,38645,37035,36084,951,18516,17993,523,18519,18091,428,6237755,6134512,103243,3106432,3056233,50199,3131323,3078279,53044,6237755,5958308,5713246,245062,279447,235040,227558,7482,0,0,0,0,0,0,0,44407,44407,0,0,0
1653,2019MM01,January,2019,Eindhoven,2694,2579,2489,90,1289,1242,47,1290,1247,43,400481,389542,10939,206935,201515,5420,193546,188027,5519,400481,375089,358122,16967,25392,22787,17972,4815,0,0,0,0,0,0,0,2605,2605,0,0,0
1654,2019MM02,February,2019,Eindhoven,2534,2417,2344,73,1209,1171,38,1208,1173,35,404961,394302,10659,198594,193407,5187,206367,200895,5472,404961,378663,363725,14938,26298,23692,19325,4367,0,0,0,0,0,0,0,2606,2606,0,0,0
1655,2019MM03,March,2019,Eindhoven,2986,2854,2777,77,1427,1385,42,1427,1392,35,486336,476190,10146,243926,238801,5125,242410,237389,5021,486336,454150,436945,17205,32186,27731,23315,4416,0,0,0,0,0,0,0,4455,4455,0,0,0
1656,2019KW01,Q1,2019,Eindhoven,8214,7850,7610,240,3925,3798,127,3925,3812,113,1291778,1260034,31744,649455,633723,15732,642323,626311,16012,1291778,1207902,1158792,49110,83876,74210,60612,13598,0,0,0,0,0,0,0,9666,9666,0,0,0
1657,2019MM04,April,2019,Eindhoven,3677,3573,3497,76,1786,1738,48,1787,1759,28,606490,606358,132,291947,291947,0,314543,314411,132,606490,575402,542139,33263,31088,26496,24349,2147,0,0,0,0,0,0,0,4592,4592,0,0,0
1658,2019MM05,May,2019,Eindhoven,4045,3933,3829,104,1963,1911,52,1970,1918,52,656099,655205,894,326219,325613,606,329880,329592,288,656099,631507,591522,39985,24592,19296,19296,0,0,0,0,0,0,0,0,5296,5296,0,0,0
1659,2019MM06,June,2019,Eindhoven,3931,3836,3753,83,1919,1874,45,1917,1879,38,657648,657289,359,327515,327334,181,330133,329955,178,657648,628373,588560,39813,29275,24218,24218,0,0,0,0,0,0,0,0,5057,5057,0,0,0
1660,2019KW02,Q2,2019,Eindhoven,11653,11342,11079,263,5668,5523,145,5674,5556,118,1920237,1918852,1385,945681,944894,787,974556,973958,598,1920237,1835282,1722221,113061,84955,70010,67863,2147,0,0,0,0,0,0,0,14945,14945,0,0,0
1661,2019MM07,July,2019,Eindhoven,4017,3922,3831,91,1961,1910,51,1961,1921,40,665638,665205,433,312064,311870,194,353574,353335,239,665638,633847,587341,46506,31791,24770,24770,0,0,0,0,0,0,0,0,7021,7021,0,0,0
1662,2019MM08,August,2019,Eindhoven,4020,3933,3836,97,1965,1916,49,1968,1920,48,681093,679930,1163,351710,351168,542,329383,328762,621,681093,648004,598181,49823,33089,25981,25981,0,0,0,0,0,0,0,0,7108,7108,0,0,0
1663,2019MM09,September,2019,Eindhoven,4016,3913,3831,82,1952,1915,37,1961,1916,45,672355,671717,638,339392,339099,293,332963,332618,345,672355,641495,597501,43994,30860,25638,25638,0,0,0,0,0,0,0,0,5222,5222,0,0,0
1664,2019KW03,Q3,2019,Eindhoven,12053,11768,11498,270,5878,5741,137,5890,5757,133,2019086,2016852,2234,1003166,1002137,1029,1015920,1014715,1205,2019086,1923346,1783023,140323,95740,76389,76389,0,0,0,0,0,0,0,0,19351,19351,0,0,0
1665,2019MM10,October,2019,Eindhoven,3957,3870,3767,103,1937,1890,47,1933,1877,56,662238,661637,601,339167,338786,381,323071,322851,220,662238,630181,586648,43533,32057,27795,24749,3046,0,0,0,0,0,0,0,4262,4262,0,0,0
1666,2019MM11,November,2019,Eindhoven,2741,2641,2580,61,1315,1288,27,1326,1292,34,446930,446346,584,229154,228861,293,217776,217485,291,446930,417528,396673,20855,29402,25165,21167,3998,0,0,0,0,0,0,0,4237,4237,0,0,0
1667,2019MM12,December,2019,Eindhoven,2823,2738,2648,90,1369,1312,57,1369,1336,33,440506,440326,180,207147,207058,89,233359,233268,91,440506,413878,391274,22604,26628,22613,18992,3621,0,0,0,0,0,0,0,4015,4015,0,0,0
1668,2019KW04,Q4,2019,Eindhoven,9521,9249,8995,254,4621,4490,131,4628,4505,123,1549674,1548309,1365,775468,774705,763,774206,773604,602,1549674,1461587,1374595,86992,88087,75573,64908,10665,0,0,0,0,0,0,0,12514,12514,0,0,0
1669,2019JJ00,2019,2019,Eindhoven,41441,40209,39182,1027,20092,19552,540,20117,19630,487,6780775,6744047,36728,3373770,3355459,18311,3407005,3388588,18417,6780775,6428117,6038631,389486,352658,296182,269772,26410,0,0,0,0,0,0,0,56476,56476,0,0,0
1687,2021MM01,January,2021,Eindhoven,609,572,547,25,282,273,9,290,274,16,36128,36128,0,22761,22761,0,13367,13367,0,36128,36128,32218,3910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688,2021MM02,February,2021,Eindhoven,185,169,144,25,86,72,14,83,72,11,11314,11102,212,5599,5493,106,5715,5609,106,11314,10985,9366,1619,329,329,329,0,0,0,0,0,0,0,0,0,0,0,0,0
1689,2021MM03,March,2021,Eindhoven,274,226,196,30,114,98,16,112,98,14,16000,16000,0,7397,7397,0,8603,8603,0,16000,16000,13688,2312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690,2021KW01,Q1,2021,Eindhoven,1068,967,887,80,482,443,39,485,444,41,63442,63230,212,35757,35651,106,27685,27579,106,63442,63113,55272,7841,329,329,329,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,2021MM04,April,2021,Eindhoven,436,373,334,39,190,167,23,183,167,16,27805,27805,0,12367,12367,0,15438,15438,0,27805,27805,23870,3935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1692,2021MM05,May,2021,Eindhoven,673,562,500,62,280,250,30,282,250,32,51798,51798,0,24310,24310,0,27488,27488,0,51798,51798,45658,6140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1693,2021MM06,June,2021,Eindhoven,1570,1428,1341,87,722,669,53,706,672,34,147608,147254,354,65258,65138,120,82350,82116,234,147608,142960,135698,7262,4648,4648,4648,0,0,0,0,0,0,0,0,0,0,0,0,0
1694,2021KW02,Q2,2021,Eindhoven,2679,2363,2175,188,1192,1086,106,1171,1089,82,227211,226857,354,101935,101815,120,125276,125042,234,227211,222563,205226,17337,4648,4648,4648,0,0,0,0,0,0,0,0,0,0,0,0,0
1695,2021MM07,July,2021,Eindhoven,2931,2779,2634,145,1396,1314,82,1383,1320,63,344808,344246,562,149673,149405,268,195135,194841,294,344808,328995,300153,28842,15813,15813,15813,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,2021MM08,August,2021,Eindhoven,3393,3245,3116,129,1616,1559,57,1629,1557,72,481576,480956,620,252858,252468,390,228718,228488,230,481576,460773,423054,37719,20803,20803,20803,0,0,0,0,0,0,0,0,0,0,0,0,0
1697,2021MM09,September,2021,Eindhoven,3229,3112,2986,126,1555,1493,62,1557,1493,64,453527,452553,974,233057,232629,428,220470,219924,546,453527,440601,414376,26225,12926,12926,12926,0,0,0,0,0,0,0,0,0,0,0,0,0
1698,2021KW03,Q3,2021,Eindhoven,9553,9136,8736,400,4567,4366,201,4569,4370,199,1279911,1277755,2156,635588,634502,1086,644323,643253,1070,1279911,1230369,1137583,92786,49542,49542,49542,0,0,0,0,0,0,0,0,0,0,0,0,0
1699,2021MM10,October,2021,Eindhoven,3252,3097,2959,138,1550,1477,73,1547,1482,65,479966,479394,572,242080,241682,398,237886,237712,174,479966,470038,438627,31411,9928,9928,9928,0,0,0,0,0,0,0,0,0,0,0,0,0
1700,2021MM11,November,2021,Eindhoven,2489,2390,2301,89,1192,1143,49,1198,1158,40,341640,340797,843,177372,176923,449,164268,163874,394,341640,341299,306538,34761,341,341,341,0,0,0,0,0,0,0,0,0,0,0,0,0
1701,2021MM12,December,2021,Eindhoven,2665,2571,2492,79,1291,1243,48,1280,1249,31,306254,305697,557,133388,133238,150,172866,172459,407,306254,305997,273536,32461,257,0,0,0,0,0,0,0,0,0,0,257,257,0,0,0
1702,2021KW04,Q4,2021,Eindhoven,8406,8058,7752,306,4033,3863,170,4025,3889,136,1127860,1125888,1972,552840,551843,997,575020,574045,975,1127860,1117334,1018701,98633,10526,10269,10269,0,0,0,0,0,0,0,0,257,257,0,0,0
1703,2021JJ00,2021,2021,Eindhoven,21706,20524,19550,974,10274,9758,516,10250,9792,458,2698424,2693730,4694,1326120,1323811,2309,1372304,1369919,2385,2698424,2633379,2416782,216597,65045,64788,64788,0,0,0,0,0,0,0,0,257,257,0,0,0
1704,2022MM01,January,2022,Eindhoven,2220,2133,2060,73,1062,1025,37,1071,1035,36,275066,275066,0,149639,149639,0,125427,125427,0,275066,275066,246530,28536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705,2022MM02,February,2022,Eindhoven,2238,2151,2064,87,1081,1029,52,1070,1035,35,309283,308877,406,148530,148242,288,160753,160635,118,309283,305034,272357,32677,4249,4018,4018,0,0,0,0,0,0,0,0,231,231,0,0,0
1706,2022MM03,March,2022,Eindhoven,2806,2700,2595,105,1346,1295,51,1354,1300,54,401775,401252,523,203066,202800,266,198709,198452,257,401775,393052,348500,44552,8723,8723,8723,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,2022KW01,Q1,2022,Eindhoven,7264,6984,6719,265,3489,3349,140,3495,3370,125,986124,985195,929,501235,500681,554,484889,484514,375,986124,973152,867387,105765,12972,12741,12741,0,0,0,0,0,0,0,0,231,231,0,0,0
1708,2022MM04,April,2022,Eindhoven,3504,3390,3281,109,1702,1632,70,1688,1649,39,545981,545242,739,259702,259337,365,286279,285905,374,545981,536134,473894,62240,9847,9847,9847,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,2022MM05,May,2022,Eindhoven,3901,3768,3645,123,1884,1815,69,1884,1830,54,618681,618411,270,308586,308448,138,310095,309963,132,618681,603677,535103,68574,15004,15004,15004,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,2022MM06,June,2022,Eindhoven,3858,3724,3622,102,1858,1806,52,1866,1816,50,631243,631014,229,307267,307154,113,323976,323860,116,631243,614908,546371,68537,16335,16335,16335,0,0,0,0,0,0,0,0,0,0,0,0,0
1711,2022KW02,Q2,2022,Eindhoven,11263,10882,10548,334,5444,5253,191,5438,5295,143,1795905,1794667,1238,875555,874939,616,920350,919728,622,1795905,1754719,1555368,199351,41186,41186,41186,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,2022MM07,July,2022,Eindhoven,4049,3909,3799,110,1954,1895,59,1955,1904,51,662646,662497,149,311307,311208,99,351339,351289,50,662646,643419,559862,83557,19227,19227,19227,0,0,0,0,0,0,0,0,0,0,0,0,0
1713,2022MM08,August,2022,Eindhoven,4067,3948,3842,106,1970,1918,52,1978,1924,54,678848,677401,1447,350974,350455,519,327874,326946,928,678848,659980,569459,90521,18868,18837,18837,0,0,0,0,31,31,0,0,0,0,0,0,0
1714,2022MM09,September,2022,Eindhoven,3926,3800,3658,142,1901,1825,76,1899,1833,66,636581,634263,2318,320394,319127,1267,316187,315136,1051,636581,620735,543068,77667,15846,15846,15846,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,2022KW03,Q3,2022,Eindhoven,12042,11657,11299,358,5825,5638,187,5832,5661,171,1978075,1974161,3914,982675,980790,1885,995400,993371,2029,1978075,1924134,1672389,251745,53941,53910,53910,0,0,0,0,31,31,0,0,0,0,0,0,0
1716,2022MM10,October,2022,Eindhoven,4043,3935,3799,136,1963,1904,59,1972,1895,77,669753,667866,1887,338590,337701,889,331163,330165,998,669753,647591,560191,87400,22162,22162,22162,0,0,0,0,0,0,0,0,0,0,0,0,0
1717,2022MM11,November,2022,Eindhoven,2740,2683,2625,58,1337,1312,25,1346,1313,33,448417,447742,675,231369,231059,310,217048,216683,365,448417,430295,375554,54741,18122,18122,15301,2821,0,0,0,0,0,0,0,0,0,0,0,0
1718,2022MM12,December,2022,Eindhoven,2904,2838,2778,60,1423,1388,35,1415,1390,25,452325,451689,636,209040,208785,255,243285,242904,381,452325,434389,379816,54573,17936,17760,14864,2896,0,0,0,0,0,0,0,176,176,0,0,0
1719,2022KW04,Q4,2022,Eindhoven,9687,9456,9202,254,4723,4604,119,4733,4598,135,1570495,1567297,3198,778999,777545,1454,791496,789752,1744,1570495,1512275,1315561,196714,58220,58044,52327,5717,0,0,0,0,0,0,0,176,176,0,0,0
